wall_time,sim_time,symbol,event,signal,side,price,pos_lots,detail
00:37:29,2024-11-19 09:44:15,TXRH,SUBMIT,NEUTRAL,SELL,193.65,-1,up=8 dn=7 spread=0.5700
00:37:29,2024-11-19 09:44:15,TXRH,QUOTED,NEUTRAL,,,-1,BUY@193.12 SELL@193.65 up=8 dn=7
00:37:30,2024-11-19 09:44:15,CROX,SUBMIT,NEUTRAL,BUY,95.97,0,up=6 dn=9 spread=0.2800
00:37:30,2024-11-19 09:44:15,CROX,SUBMIT,NEUTRAL,SELL,96.21,0,up=6 dn=9 spread=0.2800
00:37:30,2024-11-19 09:44:15,CROX,QUOTED,NEUTRAL,,,0,BUY@95.97 SELL@96.21 up=6 dn=9
00:37:31,2024-11-19 09:44:15,PZZA,SUBMIT,NEUTRAL,BUY,47.27,-5,up=7 dn=8 spread=0.1800
00:37:31,2024-11-19 09:44:15,PZZA,SUBMIT,NEUTRAL,SELL,47.41,-5,up=7 dn=8 spread=0.1800
00:37:31,2024-11-19 09:44:15,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.27 SELL@47.41 up=7 dn=8
00:37:32,2024-11-19 09:44:15,CAR,SUBMIT,NEUTRAL,BUY,98.03,2,up=2 dn=3 spread=1.3300
00:37:32,2024-11-19 09:44:15,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=3 spread=1.3300
00:37:32,2024-11-19 09:44:15,CAR,QUOTED,NEUTRAL,,,2,BUY@98.03 SELL@99.32 up=2 dn=3
00:37:33,2024-11-19 09:44:15,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:37:33,2024-11-19 09:44:15,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:37:33,2024-11-19 09:44:15,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:37:34,2024-11-19 09:44:15,JACK,SUBMIT,NEUTRAL,BUY,46.21,-3,up=7 dn=8 spread=0.2400
00:37:34,2024-11-19 09:44:15,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=7 dn=8 spread=0.2400
00:37:34,2024-11-19 09:44:15,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.21 SELL@46.41 up=7 dn=8
00:37:35,2024-11-19 09:44:15,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:37:35,2024-11-19 09:44:15,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:37:35,2024-11-19 09:44:15,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:37:37,2024-11-19 09:44:24,TXRH,SUBMIT,NEUTRAL,BUY,193.12,-1,up=8 dn=7 spread=0.5700
00:37:37,2024-11-19 09:44:24,TXRH,SUBMIT,NEUTRAL,SELL,193.65,-1,up=8 dn=7 spread=0.5700
00:37:37,2024-11-19 09:44:24,TXRH,QUOTED,NEUTRAL,,,-1,BUY@193.12 SELL@193.65 up=8 dn=7
00:37:38,2024-11-19 09:44:24,CROX,SUBMIT,NEUTRAL,BUY,95.97,0,up=6 dn=9 spread=0.2600
00:37:38,2024-11-19 09:44:24,CROX,SUBMIT,NEUTRAL,SELL,96.19,0,up=6 dn=9 spread=0.2600
00:37:38,2024-11-19 09:44:24,CROX,QUOTED,NEUTRAL,,,0,BUY@95.97 SELL@96.19 up=6 dn=9
00:37:39,2024-11-19 09:44:24,PZZA,SUBMIT,NEUTRAL,BUY,47.27,-5,up=7 dn=8 spread=0.1800
00:37:39,2024-11-19 09:44:24,PZZA,SUBMIT,NEUTRAL,SELL,47.41,-5,up=7 dn=8 spread=0.1800
00:37:39,2024-11-19 09:44:24,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.27 SELL@47.41 up=7 dn=8
00:37:40,2024-11-19 09:44:24,CAR,SUBMIT,NEUTRAL,BUY,98.03,2,up=2 dn=3 spread=1.3300
00:37:40,2024-11-19 09:44:24,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=3 spread=1.3300
00:37:40,2024-11-19 09:44:24,CAR,QUOTED,NEUTRAL,,,2,BUY@98.03 SELL@99.32 up=2 dn=3
00:37:41,2024-11-19 09:44:24,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:37:41,2024-11-19 09:44:24,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:37:41,2024-11-19 09:44:24,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:37:42,2024-11-19 09:44:24,JACK,SUBMIT,NEUTRAL,BUY,46.21,-3,up=7 dn=8 spread=0.2400
00:37:42,2024-11-19 09:44:24,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=7 dn=8 spread=0.2400
00:37:42,2024-11-19 09:44:24,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.21 SELL@46.41 up=7 dn=8
00:37:43,2024-11-19 09:44:24,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:37:43,2024-11-19 09:44:24,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:37:43,2024-11-19 09:44:24,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:37:44,2024-11-19 09:44:33,TXRH,SUBMIT,NEUTRAL,BUY,193.12,-1,up=8 dn=7 spread=0.5700
00:37:44,2024-11-19 09:44:33,TXRH,SUBMIT,NEUTRAL,SELL,193.65,-1,up=8 dn=7 spread=0.5700
00:37:44,2024-11-19 09:44:33,TXRH,QUOTED,NEUTRAL,,,-1,BUY@193.12 SELL@193.65 up=8 dn=7
00:37:45,2024-11-19 09:44:33,CROX,SUBMIT,NEUTRAL,BUY,96.09,-1,up=7 dn=8 spread=0.4200
00:37:45,2024-11-19 09:44:33,CROX,SUBMIT,NEUTRAL,SELL,96.47,-1,up=7 dn=8 spread=0.4200
00:37:45,2024-11-19 09:44:33,CROX,QUOTED,NEUTRAL,,,-1,BUY@96.09 SELL@96.47 up=7 dn=8
00:37:46,2024-11-19 09:44:33,PZZA,SUBMIT,NEUTRAL,BUY,47.27,-5,up=7 dn=8 spread=0.1800
00:37:46,2024-11-19 09:44:33,PZZA,SUBMIT,NEUTRAL,SELL,47.41,-5,up=7 dn=8 spread=0.1800
00:37:46,2024-11-19 09:44:33,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.27 SELL@47.41 up=7 dn=8
00:37:47,2024-11-19 09:44:33,CAR,SUBMIT,NEUTRAL,BUY,98.03,2,up=2 dn=3 spread=1.3300
00:37:47,2024-11-19 09:44:33,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=3 spread=1.3300
00:37:47,2024-11-19 09:44:33,CAR,QUOTED,NEUTRAL,,,2,BUY@98.03 SELL@99.32 up=2 dn=3
00:37:48,2024-11-19 09:44:33,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:37:48,2024-11-19 09:44:33,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:37:48,2024-11-19 09:44:33,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:37:49,2024-11-19 09:44:33,JACK,SUBMIT,NEUTRAL,BUY,46.21,-3,up=7 dn=8 spread=0.2400
00:37:49,2024-11-19 09:44:33,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=7 dn=8 spread=0.2400
00:37:49,2024-11-19 09:44:33,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.21 SELL@46.41 up=7 dn=8
00:37:50,2024-11-19 09:44:33,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:37:50,2024-11-19 09:44:33,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:37:50,2024-11-19 09:44:33,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:37:52,2024-11-19 09:44:33,TXRH,SUBMIT,NEUTRAL,BUY,193.12,-1,up=8 dn=7 spread=0.5700
00:37:52,2024-11-19 09:44:33,TXRH,SUBMIT,NEUTRAL,SELL,193.65,-1,up=8 dn=7 spread=0.5700
00:37:52,2024-11-19 09:44:33,TXRH,QUOTED,NEUTRAL,,,-1,BUY@193.12 SELL@193.65 up=8 dn=7
00:37:53,2024-11-19 09:44:33,CROX,SUBMIT,NEUTRAL,BUY,96.09,-1,up=7 dn=8 spread=0.2600
00:37:53,2024-11-19 09:44:33,CROX,SUBMIT,NEUTRAL,SELL,96.31,-1,up=7 dn=8 spread=0.2600
00:37:53,2024-11-19 09:44:33,CROX,QUOTED,NEUTRAL,,,-1,BUY@96.09 SELL@96.31 up=7 dn=8
00:37:54,2024-11-19 09:44:33,PZZA,SUBMIT,NEUTRAL,BUY,47.27,-5,up=7 dn=8 spread=0.1800
00:37:54,2024-11-19 09:44:33,PZZA,SUBMIT,NEUTRAL,SELL,47.41,-5,up=7 dn=8 spread=0.1800
00:37:54,2024-11-19 09:44:33,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.27 SELL@47.41 up=7 dn=8
00:37:55,2024-11-19 09:44:33,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=3 spread=1.2900
00:37:55,2024-11-19 09:44:33,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=3 spread=1.2900
00:37:55,2024-11-19 09:44:33,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=3
00:37:56,2024-11-19 09:44:33,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:37:56,2024-11-19 09:44:33,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:37:56,2024-11-19 09:44:33,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:37:57,2024-11-19 09:44:33,JACK,SUBMIT,NEUTRAL,BUY,46.21,-3,up=7 dn=8 spread=0.2400
00:37:57,2024-11-19 09:44:33,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=7 dn=8 spread=0.2400
00:37:57,2024-11-19 09:44:33,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.21 SELL@46.41 up=7 dn=8
00:37:58,2024-11-19 09:44:33,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=7 dn=8 spread=0.2100
00:37:58,2024-11-19 09:44:33,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=7 dn=8 spread=0.2100
00:37:58,2024-11-19 09:44:33,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=7 dn=8
00:38:00,2024-11-19 09:44:46,TXRH,SUBMIT,NEUTRAL,BUY,193.12,-1,up=8 dn=7 spread=0.5700
00:38:00,2024-11-19 09:44:46,TXRH,SUBMIT,NEUTRAL,SELL,193.65,-1,up=8 dn=7 spread=0.5700
00:38:00,2024-11-19 09:44:46,TXRH,QUOTED,NEUTRAL,,,-1,BUY@193.12 SELL@193.65 up=8 dn=7
00:38:01,2024-11-19 09:44:46,CROX,SUBMIT,NEUTRAL,BUY,96.09,-1,up=7 dn=8 spread=0.2500
00:38:01,2024-11-19 09:44:46,CROX,SUBMIT,NEUTRAL,SELL,96.3,-1,up=7 dn=8 spread=0.2500
00:38:01,2024-11-19 09:44:46,CROX,QUOTED,NEUTRAL,,,-1,BUY@96.09 SELL@96.3 up=7 dn=8
00:38:02,2024-11-19 09:44:46,PZZA,SUBMIT,NEUTRAL,BUY,47.27,-5,up=7 dn=8 spread=0.1800
00:38:02,2024-11-19 09:44:46,PZZA,SUBMIT,NEUTRAL,SELL,47.41,-5,up=7 dn=8 spread=0.1800
00:38:02,2024-11-19 09:44:46,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.27 SELL@47.41 up=7 dn=8
00:38:03,2024-11-19 09:44:46,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=3 spread=1.2900
00:38:03,2024-11-19 09:44:46,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=3 spread=1.2900
00:38:03,2024-11-19 09:44:46,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=3
00:38:04,2024-11-19 09:44:46,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:38:04,2024-11-19 09:44:46,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:38:04,2024-11-19 09:44:46,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:38:05,2024-11-19 09:44:46,JACK,SUBMIT,NEUTRAL,BUY,46.21,-3,up=7 dn=8 spread=0.2400
00:38:05,2024-11-19 09:44:46,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=7 dn=8 spread=0.2400
00:38:05,2024-11-19 09:44:46,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.21 SELL@46.41 up=7 dn=8
00:38:06,2024-11-19 09:44:46,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=7 dn=8 spread=0.2100
00:38:06,2024-11-19 09:44:46,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=7 dn=8 spread=0.2100
00:38:06,2024-11-19 09:44:46,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=7 dn=8
00:38:07,2024-11-19 09:44:56,TXRH,SUBMIT,NEUTRAL,BUY,193.12,-2,up=9 dn=6 spread=1.3800
00:38:07,2024-11-19 09:44:56,TXRH,SUBMIT,NEUTRAL,SELL,194.46,-2,up=9 dn=6 spread=1.3800
00:38:07,2024-11-19 09:44:56,TXRH,QUOTED,NEUTRAL,,,-2,BUY@193.12 SELL@194.46 up=9 dn=6
00:38:08,2024-11-19 09:44:56,CROX,SUBMIT,NEUTRAL,BUY,96.09,-1,up=7 dn=8 spread=0.2300
00:38:08,2024-11-19 09:44:56,CROX,SUBMIT,NEUTRAL,SELL,96.28,-1,up=7 dn=8 spread=0.2300
00:38:08,2024-11-19 09:44:56,CROX,QUOTED,NEUTRAL,,,-1,BUY@96.09 SELL@96.28 up=7 dn=8
00:38:09,2024-11-19 09:44:56,PZZA,SUBMIT,NEUTRAL,BUY,47.27,-5,up=7 dn=8 spread=0.1800
00:38:09,2024-11-19 09:44:56,PZZA,SUBMIT,NEUTRAL,SELL,47.41,-5,up=7 dn=8 spread=0.1800
00:38:09,2024-11-19 09:44:56,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.27 SELL@47.41 up=7 dn=8
00:38:10,2024-11-19 09:44:56,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=4 spread=1.2900
00:38:10,2024-11-19 09:44:56,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=4 spread=1.2900
00:38:10,2024-11-19 09:44:56,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=4
00:38:11,2024-11-19 09:44:56,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:38:11,2024-11-19 09:44:56,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:38:11,2024-11-19 09:44:56,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:38:12,2024-11-19 09:44:56,JACK,SUBMIT,NEUTRAL,BUY,46.2,-3,up=7 dn=8 spread=0.2500
00:38:12,2024-11-19 09:44:56,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=7 dn=8 spread=0.2500
00:38:12,2024-11-19 09:44:56,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.2 SELL@46.41 up=7 dn=8
00:38:13,2024-11-19 09:44:56,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:38:13,2024-11-19 09:44:56,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:38:13,2024-11-19 09:44:56,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:38:15,2024-11-19 09:45:05,TXRH,SUBMIT,NEUTRAL,BUY,193.12,-1,up=8 dn=7 spread=1.1000
00:38:15,2024-11-19 09:45:05,TXRH,SUBMIT,NEUTRAL,SELL,194.18,-1,up=8 dn=7 spread=1.1000
00:38:15,2024-11-19 09:45:05,TXRH,QUOTED,NEUTRAL,,,-1,BUY@193.12 SELL@194.18 up=8 dn=7
00:38:16,2024-11-19 09:45:05,CROX,SUBMIT,NEUTRAL,BUY,96.09,-1,up=6 dn=9 spread=0.2200
00:38:16,2024-11-19 09:45:05,CROX,SUBMIT,NEUTRAL,SELL,96.27,-1,up=6 dn=9 spread=0.2200
00:38:16,2024-11-19 09:45:05,CROX,QUOTED,NEUTRAL,,,-1,BUY@96.09 SELL@96.27 up=6 dn=9
00:38:17,2024-11-19 09:45:05,PZZA,SUBMIT,NEUTRAL,BUY,47.12,-5,up=7 dn=8 spread=0.2700
00:38:17,2024-11-19 09:45:05,PZZA,SUBMIT,NEUTRAL,SELL,47.35,-5,up=7 dn=8 spread=0.2700
00:38:17,2024-11-19 09:45:05,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.12 SELL@47.35 up=7 dn=8
00:38:18,2024-11-19 09:45:05,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=4 spread=1.2900
00:38:18,2024-11-19 09:45:05,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=4 spread=1.2900
00:38:18,2024-11-19 09:45:05,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=4
00:38:19,2024-11-19 09:45:05,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:38:19,2024-11-19 09:45:05,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:38:19,2024-11-19 09:45:05,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:38:20,2024-11-19 09:45:05,JACK,SUBMIT,NEUTRAL,BUY,46.2,-3,up=8 dn=7 spread=0.2500
00:38:20,2024-11-19 09:45:05,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=8 dn=7 spread=0.2500
00:38:20,2024-11-19 09:45:05,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.2 SELL@46.41 up=8 dn=7
00:38:21,2024-11-19 09:45:05,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:38:21,2024-11-19 09:45:05,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:38:21,2024-11-19 09:45:05,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:38:22,2024-11-19 09:45:11,TXRH,SUBMIT,NEUTRAL,BUY,192.66,0,up=9 dn=6 spread=1.5300
00:38:22,2024-11-19 09:45:11,TXRH,SUBMIT,NEUTRAL,SELL,194.15,0,up=9 dn=6 spread=1.5300
00:38:22,2024-11-19 09:45:11,TXRH,QUOTED,NEUTRAL,,,0,BUY@192.66 SELL@194.15 up=9 dn=6
00:38:22,2024-11-19 09:45:11,CROX,SIGNAL_CHANGE,BEAR,,,,NEUTRAL → BEAR up=5 dn=10 pos=+0L
00:38:23,2024-11-19 09:45:11,CROX,SUBMIT,BEAR,BUY,96.09,0,up=5 dn=10 spread=0.2100
00:38:23,2024-11-19 09:45:11,CROX,SUBMIT,BEAR,SELL,96.25,0,up=5 dn=10 spread=0.2100
00:38:23,2024-11-19 09:45:11,CROX,QUOTED,BEAR,,,0,BUY@96.09 SELL@96.25 up=5 dn=10
00:38:24,2024-11-19 09:45:11,PZZA,SUBMIT,NEUTRAL,BUY,47.12,-5,up=7 dn=8 spread=0.2700
00:38:24,2024-11-19 09:45:11,PZZA,SUBMIT,NEUTRAL,SELL,47.35,-5,up=7 dn=8 spread=0.2700
00:38:24,2024-11-19 09:45:11,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.12 SELL@47.35 up=7 dn=8
00:38:25,2024-11-19 09:45:11,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=4 spread=1.2900
00:38:25,2024-11-19 09:45:11,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=4 spread=1.2900
00:38:25,2024-11-19 09:45:11,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=4
00:38:26,2024-11-19 09:45:11,HELE,SUBMIT,NEUTRAL,BUY,65.64,1,up=4 dn=2 spread=0.3500
00:38:26,2024-11-19 09:45:11,HELE,SUBMIT,NEUTRAL,SELL,65.95,1,up=4 dn=2 spread=0.3500
00:38:26,2024-11-19 09:45:11,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=4 dn=2
00:38:27,2024-11-19 09:45:11,JACK,SUBMIT,NEUTRAL,BUY,46.2,-3,up=8 dn=7 spread=0.2500
00:38:27,2024-11-19 09:45:11,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=8 dn=7 spread=0.2500
00:38:27,2024-11-19 09:45:11,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.2 SELL@46.41 up=8 dn=7
00:38:28,2024-11-19 09:45:11,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:38:28,2024-11-19 09:45:11,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:38:28,2024-11-19 09:45:11,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:38:30,2024-11-19 09:45:18,TXRH,SUBMIT,NEUTRAL,BUY,192.68,0,up=9 dn=6 spread=1.5100
00:38:30,2024-11-19 09:45:18,TXRH,SUBMIT,NEUTRAL,SELL,194.15,0,up=9 dn=6 spread=1.5100
00:38:30,2024-11-19 09:45:18,TXRH,QUOTED,NEUTRAL,,,0,BUY@192.68 SELL@194.15 up=9 dn=6
00:38:30,2024-11-19 09:45:18,CROX,SIGNAL_CHANGE,NEUTRAL,,,,BEAR → NEUTRAL up=6 dn=9 pos=-1L
00:38:30,2024-11-19 09:45:18,CROX,SIGNAL_LIQ,NEUTRAL,,,-1,signal changed with pos=-1L → liquidating
00:38:32,2024-11-19 09:45:18,PZZA,SUBMIT,NEUTRAL,BUY,47.12,-5,up=7 dn=8 spread=0.2700
00:38:32,2024-11-19 09:45:18,PZZA,SUBMIT,NEUTRAL,SELL,47.35,-5,up=7 dn=8 spread=0.2700
00:38:32,2024-11-19 09:45:18,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.12 SELL@47.35 up=7 dn=8
00:38:33,2024-11-19 09:45:18,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=4 spread=1.2900
00:38:33,2024-11-19 09:45:18,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=4 spread=1.2900
00:38:33,2024-11-19 09:45:18,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=4
00:38:34,2024-11-19 09:45:18,HELE,SUBMIT,NEUTRAL,BUY,65.64,0,up=5 dn=2 spread=0.3500
00:38:34,2024-11-19 09:45:18,HELE,SUBMIT,NEUTRAL,SELL,65.95,0,up=5 dn=2 spread=0.3500
00:38:34,2024-11-19 09:45:18,HELE,QUOTED,NEUTRAL,,,1,BUY@65.64 SELL@65.95 up=5 dn=2
00:38:35,2024-11-19 09:45:18,JACK,SUBMIT,NEUTRAL,BUY,46.2,-3,up=8 dn=7 spread=0.2500
00:38:35,2024-11-19 09:45:18,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=8 dn=7 spread=0.2500
00:38:35,2024-11-19 09:45:18,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.2 SELL@46.41 up=8 dn=7
00:38:36,2024-11-19 09:45:18,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:38:36,2024-11-19 09:45:18,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:38:36,2024-11-19 09:45:18,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:38:37,2024-11-19 09:45:27,TXRH,SUBMIT,NEUTRAL,BUY,192.69,0,up=9 dn=6 spread=1.5000
00:38:37,2024-11-19 09:45:27,TXRH,SUBMIT,NEUTRAL,SELL,194.15,0,up=9 dn=6 spread=1.5000
00:38:37,2024-11-19 09:45:27,TXRH,QUOTED,NEUTRAL,,,0,BUY@192.69 SELL@194.15 up=9 dn=6
00:38:38,2024-11-19 09:45:27,CROX,SUBMIT,NEUTRAL,BUY,96.18,-1,LIQ_MID mid=96.18
00:38:39,2024-11-19 09:45:27,PZZA,SUBMIT,NEUTRAL,BUY,47.13,-5,up=7 dn=8 spread=0.2600
00:38:39,2024-11-19 09:45:27,PZZA,SUBMIT,NEUTRAL,SELL,47.35,-5,up=7 dn=8 spread=0.2600
00:38:39,2024-11-19 09:45:27,PZZA,QUOTED,NEUTRAL,,,-5,BUY@47.13 SELL@47.35 up=7 dn=8
00:38:40,2024-11-19 09:45:27,CAR,SUBMIT,NEUTRAL,BUY,98.07,2,up=2 dn=4 spread=1.2900
00:38:40,2024-11-19 09:45:27,CAR,SUBMIT,NEUTRAL,SELL,99.32,2,up=2 dn=4 spread=1.2900
00:38:40,2024-11-19 09:45:27,CAR,QUOTED,NEUTRAL,,,2,BUY@98.07 SELL@99.32 up=2 dn=4
00:38:41,2024-11-19 09:45:27,HELE,SUBMIT,NEUTRAL,BUY,65.64,0,up=6 dn=2 spread=0.3500
00:38:41,2024-11-19 09:45:27,HELE,SUBMIT,NEUTRAL,SELL,65.95,0,up=6 dn=2 spread=0.3500
00:38:41,2024-11-19 09:45:27,HELE,QUOTED,NEUTRAL,,,0,BUY@65.64 SELL@65.95 up=6 dn=2
00:38:42,2024-11-19 09:45:27,JACK,SUBMIT,NEUTRAL,BUY,46.21,-3,up=8 dn=7 spread=0.2400
00:38:42,2024-11-19 09:45:27,JACK,SUBMIT,NEUTRAL,SELL,46.41,-3,up=8 dn=7 spread=0.2400
00:38:42,2024-11-19 09:45:27,JACK,QUOTED,NEUTRAL,,,-3,BUY@46.21 SELL@46.41 up=8 dn=7
00:38:43,2024-11-19 09:45:27,SHOO,SUBMIT,NEUTRAL,BUY,42.02,4,up=8 dn=7 spread=0.2100
00:38:43,2024-11-19 09:45:27,SHOO,SUBMIT,NEUTRAL,SELL,42.19,4,up=8 dn=7 spread=0.2100
00:38:43,2024-11-19 09:45:27,SHOO,QUOTED,NEUTRAL,,,4,BUY@42.02 SELL@42.19 up=8 dn=7
00:38:45,2024-11-19 09:45:34,TXRH,SUBMIT,NEUTRAL,BUY,192.69,0,up=9 dn=6 spread=1.5000
00:38:45,2024-11-19 09:45:34,TXRH,SUBMIT,NEUTRAL,SELL,194.15,0,up=9 dn=6 spread=1.5000
00:38:45,2024-11-19 09:45:34,TXRH,QUOTED,NEUTRAL,,,0,BUY@192.69 SELL@194.15 up=9 dn=6
