sim_time,order_id,symbol,side,exec_price,exec_size,order_size,status,exec_ts
2025-04-10 10:07:01,ec9cf398-c683-4740-a339-f448a67e0223,JPM,SELL,0.0000,8,800,Status.CANCELED,2026-04-02 18:14:34.997337
2025-04-10 10:07:03,0ab13361-8804-4e3b-b85e-842e27c38932,JPM,BUY,227.7800,1,100,Status.FILLED,2026-04-02 18:14:38.646432
2025-04-10 10:07:04,17c2865f-f6ac-4284-9740-820ee3af7a67,JPM,SELL,0.0000,9,900,Status.CANCELED,2026-04-02 18:14:37.430056
2025-04-10 10:07:04,38534554-9a96-4cd7-aef4-34282e3dcb1e,JPM,BUY,227.7800,1,100,Status.FILLED,2026-04-02 18:14:40.868469
2025-04-10 10:07:06,936598e7-cd5f-4b6f-899e-2f8a9fe2aa14,JPM,SELL,0.0000,10,1000,Status.CANCELED,2026-04-02 18:14:41.072653
2025-04-10 10:07:08,cedce1b1-ce60-4946-91f8-7ba4f55b5bea,JPM,BUY,227.7800,1,100,Status.FILLED,2026-04-02 18:14:43.497369
2025-04-10 10:07:09,2ecfa190-6ec5-4853-8cde-894d40257136,JPM,SELL,0.0000,11,1100,Status.CANCELED,2026-04-02 18:14:42.282002
2025-04-10 10:07:10,ad3bafab-208e-4406-bac7-6e71d784d774,JPM,BUY,227.7800,1,100,Status.FILLED,2026-04-02 18:14:45.715920
2025-04-10 10:07:12,10ba33bb-1145-4be5-ae34-c03cd0d5757b,JPM,SELL,0.0000,12,1200,Status.CANCELED,2026-04-02 18:14:45.921941
2025-04-10 10:07:12,55524315-8192-47eb-b126-e54f44e4187d,JPM,BUY,227.6400,1,100,Status.FILLED,2026-04-02 18:14:48.135851
2025-04-10 10:07:13,8c3e6a42-7576-47a1-996e-25f52601ec87,JPM,SELL,0.0000,13,1300,Status.CANCELED,2026-04-02 18:14:48.341788
2025-04-10 10:07:14,8c6153de-c428-403e-b1dc-24064ba99f43,JPM,BUY,227.3900,1,100,Status.FILLED,2026-04-02 18:14:50.765884
2025-04-10 10:07:15,eec6f595-cf2f-4977-8b75-167ac8b030d7,JPM,SELL,0.0000,14,1400,Status.CANCELED,2026-04-02 18:14:49.552099
2025-04-10 10:07:17,03c08e69-c90a-4d9c-87b2-8dd0dae843e5,JPM,BUY,227.3900,1,100,Status.FILLED,2026-04-02 18:14:53.193805
2025-04-10 10:07:18,eda9f14f-795f-4304-899f-99ec024fbc58,JPM,SELL,0.0000,15,1500,Status.CANCELED,2026-04-02 18:14:51.982042
2025-04-10 10:07:20,d5d22ebf-d1c2-416e-a6dc-a2120c915d1b,JPM,BUY,227.2700,1,100,Status.FILLED,2026-04-02 18:14:55.636979
2025-04-10 10:07:21,fb0fc5dd-0db4-42e1-a12e-4d61c434eb2f,JPM,SELL,0.0000,16,1600,Status.CANCELED,2026-04-02 18:14:54.412210
2025-04-10 10:07:21,88d7ee38-e85f-4999-9b34-5a04a43892ec,JPM,BUY,227.2800,1,100,Status.FILLED,2026-04-02 18:14:57.854474
2025-04-10 10:07:23,888f5072-7ee4-4eac-a055-2f8457f33111,JPM,SELL,0.0000,17,1700,Status.CANCELED,2026-04-02 18:14:58.065177
2025-04-10 10:07:25,57a3e01c-aaee-4c65-b3aa-fbe77e3a7469,JPM,BUY,227.2300,1,100,Status.FILLED,2026-04-02 18:15:00.492300
2025-04-10 10:07:26,98482d31-ce95-46aa-9c76-04cfa7f53c8c,JPM,SELL,0.0000,18,1800,Status.CANCELED,2026-04-02 18:14:59.279918
2025-04-10 10:07:27,80a082be-0b2e-489a-9261-b464f80bbd86,JPM,BUY,227.2800,1,100,Status.FILLED,2026-04-02 18:15:02.716985
2025-04-10 10:07:29,85b0a868-c902-4571-8522-c1259a3e81b1,JPM,SELL,0.0000,19,1900,Status.CANCELED,2026-04-02 18:15:02.928646
2025-04-10 10:07:30,e9035fb2-d267-47c3-af1a-b4500dca0994,JPM,BUY,227.2000,1,100,Status.FILLED,2026-04-02 18:15:05.151421
2025-04-10 10:07:31,0e39aed1-4ffc-48c8-a6cf-3f246065bb69,JPM,SELL,0.0000,20,2000,Status.CANCELED,2026-04-02 18:15:05.355373
2025-04-10 10:07:31,01afb323-58b0-4186-ae46-bded2e61deb7,JPM,BUY,227.1900,1,100,Status.FILLED,2026-04-02 18:15:07.580200
2025-04-10 10:07:32,a4712786-5db9-447d-856b-04600942b9c8,JPM,SELL,0.0000,21,2100,Status.CANCELED,2026-04-02 18:15:07.791261
2025-04-10 10:07:34,f1b985c3-cdfb-496a-8e59-1977baba07e9,JPM,BUY,227.1000,1,100,Status.FILLED,2026-04-02 18:15:10.233965
2025-04-10 10:07:35,39b30bdc-7ba2-465a-b6c0-1f9695f618c0,JPM,SELL,0.0000,22,2200,Status.CANCELED,2026-04-02 18:15:09.014820
2025-04-10 10:07:36,b2d1bd31-699f-4678-b56a-df67f947ad70,JPM,BUY,227.0100,1,100,Status.FILLED,2026-04-02 18:15:12.668377
2025-04-10 10:07:37,e65688c5-df79-4eaa-9c6b-584f91d6d423,JPM,SELL,0.0000,23,2300,Status.CANCELED,2026-04-02 18:15:11.458119
2025-04-10 10:07:39,b2c948e5-948c-402c-8f0f-b924b6f58adf,JPM,BUY,227.1100,1,100,Status.FILLED,2026-04-02 18:15:15.106196
2025-04-10 10:07:40,ec8175b6-1d1a-47e7-b006-6dd9360f88d1,JPM,SELL,0.0000,24,2400,Status.CANCELED,2026-04-02 18:15:13.879684
2025-04-10 10:07:42,9b9c7a5b-514d-4252-bc41-683b0c5c27e1,JPM,BUY,227.1100,1,100,Status.FILLED,2026-04-02 18:15:17.531934
2025-04-10 10:07:43,a00e8b0a-29d2-45c9-bbf9-d5e26c242624,JPM,SELL,0.0000,25,2500,Status.CANCELED,2026-04-02 18:15:16.326267
2025-04-10 10:07:46,bb2c70eb-c3f3-4266-a70a-a0c75d6a961d,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:15:19.747312
2025-04-10 10:07:47,854f888b-93a2-4eaf-9530-fa0d0c759cf6,JPM,SELL,0.0000,26,2600,Status.CANCELED,2026-04-02 18:15:19.951462
2025-04-10 10:07:47,e316c4d5-831f-4eb2-8d4d-e62e46faddec,JPM,BUY,227.1500,1,100,Status.FILLED,2026-04-02 18:15:22.164426
2025-04-10 10:07:48,43025f58-1dd7-4cf0-ab31-ebd50ae97dd3,JPM,SELL,0.0000,26,2600,Status.CANCELED,2026-04-02 18:15:23.375780
2025-04-10 10:07:48,27733835-37df-42d0-b540-b1c506d75166,JPM,BUY,227.1800,1,100,Status.FILLED,2026-04-02 18:15:24.583872
2025-04-10 10:07:49,6db4bb6a-907b-4b81-bbbe-ebdc498a4acd,JPM,SELL,0.0000,27,2700,Status.CANCELED,2026-04-02 18:15:24.786780
2025-04-10 10:07:51,3a5d8edb-933a-4a02-a35a-2768f5a1bf4f,JPM,BUY,227.1800,1,100,Status.FILLED,2026-04-02 18:15:27.207252
2025-04-10 10:07:53,2e774d28-3a84-48da-afbd-7f5ee05a2c54,JPM,SELL,0.0000,28,2800,Status.CANCELED,2026-04-02 18:15:25.998417
2025-04-10 10:07:53,a5ec5097-a2da-4032-bd6b-3fb252ea533f,JPM,BUY,227.1800,1,100,Status.FILLED,2026-04-02 18:15:29.433774
2025-04-10 10:07:54,55001945-7596-4825-a082-6665602f6a35,JPM,SELL,0.0000,29,2900,Status.CANCELED,2026-04-02 18:15:29.641609
2025-04-10 10:07:56,8561c4c6-c5fc-4e46-8203-98c7b7941742,JPM,BUY,227.2200,1,100,Status.FILLED,2026-04-02 18:15:32.080827
2025-04-10 10:07:57,52227012-21ea-455e-acdf-35c769e9f641,JPM,SELL,0.0000,30,3000,Status.CANCELED,2026-04-02 18:15:30.859996
2025-04-10 10:07:58,4f87d545-cd6e-4ba1-8ee7-cebd954056ca,JPM,BUY,227.2200,1,100,Status.FILLED,2026-04-02 18:15:34.523514
2025-04-10 10:07:59,1bea592a-b677-4dec-b63d-37ae8b229b00,JPM,SELL,0.0000,31,3100,Status.CANCELED,2026-04-02 18:15:33.305494
2025-04-10 10:08:00,73ba01f9-7c58-4c66-a993-44fd04b87b67,JPM,BUY,227.2000,1,100,Status.FILLED,2026-04-02 18:15:36.961959
2025-04-10 10:08:02,6b767e49-e05c-4b39-9248-4349fdfd710e,JPM,SELL,0.0000,32,3200,Status.CANCELED,2026-04-02 18:15:35.743505
2025-04-10 10:08:03,59989587-e0ad-4b7f-a8ec-815dc7d1c563,JPM,BUY,227.0900,1,100,Status.FILLED,2026-04-02 18:15:39.393938
2025-04-10 10:08:04,5db06295-ab18-49f8-8798-0feceaa2281f,JPM,SELL,0.0000,33,3300,Status.CANCELED,2026-04-02 18:15:38.174189
2025-04-10 10:08:05,370be0ae-05c1-4a57-b039-316376758f8f,JPM,BUY,227.0900,1,100,Status.FILLED,2026-04-02 18:15:41.835935
2025-04-10 10:08:06,fd479ef4-de93-4dc4-a948-89dd45c739c0,JPM,SELL,0.0000,34,3400,Status.CANCELED,2026-04-02 18:15:40.616769
2025-04-10 10:08:10,e42bfd4f-2d6c-4e5a-96c0-73ea08ed010d,JPM,BUY,227.2500,1,100,Status.FILLED,2026-04-02 18:15:44.283091
2025-04-10 10:08:10,2d23163f-fab1-4e9c-8b0a-5d50955f2dda,JPM,BUY,227.3500,1,100,Status.FILLED,2026-04-02 18:15:46.499974
2025-04-10 10:08:11,98fe4bc1-9499-4d8d-be3d-5c7a5063a555,JPM,SELL,0.0000,35,3500,Status.CANCELED,2026-04-02 18:15:46.708244
2025-04-10 10:08:13,73035f82-2fdf-4d0a-8fb2-5a4fd6882663,JPM,BUY,227.3700,1,100,Status.FILLED,2026-04-02 18:15:49.148362
2025-04-10 10:08:17,13ea1784-993a-4390-8e65-4752bb273041,JPM,SELL,0.0000,38,3800,Status.CANCELED,2026-04-02 18:15:50.371528
2025-04-10 10:08:17,d7a409bd-4bd2-454d-ba3b-9a5a40a6f199,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:15:51.592252
2025-04-10 10:08:18,0d92da17-cd47-4126-9b5b-2e197ade3e09,JPM,BUY,227.3800,1,100,Status.FILLED,2026-04-02 18:15:53.812336
2025-04-10 10:08:20,7f9f173e-4c43-4efc-8e48-ec5e0c626d04,JPM,SELL,0.0000,38,3800,Status.CANCELED,2026-04-02 18:15:54.018167
2025-04-10 10:08:20,3b9aa94a-1727-4069-a102-6504f4d62104,JPM,BUY,227.3800,1,100,Status.FILLED,2026-04-02 18:15:56.233927
2025-04-10 10:08:21,3cb0833b-989a-405d-9659-73acf8c323c2,JPM,SELL,0.0000,39,3900,Status.CANCELED,2026-04-02 18:15:56.440276
2025-04-10 10:08:23,3c0b3dec-5528-4ba0-92ba-896b9004f260,JPM,BUY,227.2300,1,100,Status.FILLED,2026-04-02 18:15:58.873995
2025-04-10 10:08:25,55dd4ca3-8113-44fe-95cf-22d00d8c6d17,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:15:57.656162
2025-04-10 10:08:26,9e70e6c9-3ed4-41a1-ab4f-6cc25d7efde0,JPM,BUY,227.2300,1,100,Status.FILLED,2026-04-02 18:16:01.108432
2025-04-10 10:08:27,12f329a6-0059-437b-a6a3-ee7ebf7d1091,JPM,SELL,0.0000,41,4100,Status.CANCELED,2026-04-02 18:16:01.316428
2025-04-10 10:08:27,31fb6e1c-1a66-44c1-842b-f0e1cbd378f6,JPM,BUY,227.2300,1,100,Status.FILLED,2026-04-02 18:16:03.540928
2025-04-10 10:08:28,2e1a552e-da4c-4dac-8fba-1fe37f688cf7,JPM,SELL,0.0000,42,4200,Status.CANCELED,2026-04-02 18:16:03.752370
2025-04-10 10:08:30,e2907f7f-2185-47ae-8aae-7873fe5cf339,JPM,BUY,227.2600,1,100,Status.FILLED,2026-04-02 18:16:06.184144
2025-04-10 10:08:31,73a1fa62-6a95-4ad9-96cc-d5fc85c63018,JPM,SELL,0.0000,43,4300,Status.CANCELED,2026-04-02 18:16:04.971704
2025-04-10 10:08:34,ad641ac6-eb2a-4980-bc3d-5ac8122d5050,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:07.401020
2025-04-10 10:08:37,4d6f414d-44d3-4877-8421-06fa0c76a4c5,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:10.628053
2025-04-10 10:08:40,caa2c945-83ec-47a0-b6ce-ef6989e325d5,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:13.857176
2025-04-10 10:08:44,2e41ddd3-9374-43f5-9874-5095dfafea0c,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:17.085141
2025-04-10 10:08:47,6b62bf3c-095e-45f0-bce2-4e67888a8ddf,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:20.312045
2025-04-10 10:08:50,5765b031-175f-4c2c-b83c-4430e798a839,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:23.548874
2025-04-10 10:08:53,64b483bf-bf50-4e2b-85f0-53ccde571cd8,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:26.782111
2025-04-10 10:08:57,3258f5a9-fdce-40d0-8db3-41cc1009e974,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:30.012759
2025-04-10 10:09:00,5d5c6dbf-6809-43de-b21d-3c78f667a555,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:33.250362
2025-04-10 10:09:03,f35be72a-e32f-4cd6-87fd-667880b8de26,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:36.480956
2025-04-10 10:09:06,d687d943-6b89-436d-a02b-d8894c410e60,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:39.714832
2025-04-10 10:09:10,04433ae9-6414-4f23-8aef-2de36c7df832,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:42.941452
2025-04-10 10:09:13,674fa1cc-4030-4477-bc16-3c5a816e7ee7,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:46.168342
2025-04-10 10:09:16,73b4e68f-c4a4-4e7a-bfec-30d0cf028396,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:49.399062
2025-04-10 10:09:19,8403fb97-a636-4255-8951-4da5b63234f4,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:52.642207
2025-04-10 10:09:23,493e66c5-8310-48b7-8d59-417cbc25ac81,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:16:55.864874
2025-04-10 10:09:29,18b923a0-5c59-4847-964c-6d61505c369e,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:02.344326
2025-04-10 10:09:32,0f4cf9f0-b887-40ed-8a5b-5b7bf744edb3,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:05.573738
2025-04-10 10:09:35,ef0d90ff-ac8e-4257-9fb7-bc380dd5dd1e,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:08.800195
2025-04-10 10:09:39,5a113542-2ffe-4c9e-ba9a-713545bb7acb,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:12.029960
2025-04-10 10:09:42,c6aed21c-991b-4814-8abb-326308c7bba5,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:15.267708
2025-04-10 10:09:45,cccda94d-53f9-496d-867d-0e39b8b959ac,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:18.497859
2025-04-10 10:09:48,eae440be-e051-443a-ae0a-66bdccd10962,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:21.720336
2025-04-10 10:09:52,1821d69e-73c5-4ced-a3fa-3aaf353840a3,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:24.939352
2025-04-10 10:09:55,a2f37d8e-d547-4c03-b6a1-e50de697584e,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:28.163784
2025-04-10 10:09:58,a5f37f7a-0fdd-4a68-8850-ea959a1b0686,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:31.389022
2025-04-10 10:10:01,4ce8b9fc-04af-423c-9350-83d64b3f52a9,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:34.622168
2025-04-10 10:10:04,8dd657e5-c05a-43f5-aa6a-b0bce7b4290f,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:37.854038
2025-04-10 10:10:11,21141935-940f-4d14-abac-c71bda9b33c1,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:44.314474
2025-04-10 10:10:14,788c9bc1-7407-4a06-a24c-dff8c1192eb4,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:47.545116
2025-04-10 10:10:17,c5d0b668-667e-4945-90e1-b4a9bcb30309,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:50.772790
2025-04-10 10:10:21,4f9bad21-144e-43b8-a715-0b09ad97dfc7,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:53.991453
2025-04-10 10:10:24,ad9b48ce-14b8-42d6-aba6-6b30dab4a147,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:17:57.210218
2025-04-10 10:10:27,69d666e8-5774-441a-9168-f619fa198f43,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:00.433395
2025-04-10 10:10:30,426c4ab9-c92f-46de-a2c9-00dcb55cceaa,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:03.650232
2025-04-10 10:10:33,df551d40-23ff-4c98-9d69-40e8cbb85e21,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:06.872685
2025-04-10 10:10:37,2da6c166-555a-4c10-a6aa-1576facbfb6a,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:10.097547
2025-04-10 10:10:40,88fdd764-fc70-4bf5-92b3-2341a81066cc,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:13.327686
2025-04-10 10:10:43,7b58e4f7-56ea-4330-9436-dd593881938d,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:16.569758
2025-04-10 10:10:47,bd94acb2-8cd7-4788-b921-0a366b877657,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:19.820611
2025-04-10 10:10:50,48e51b6c-d368-4ff2-ba47-a59b348c6ec9,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:23.046435
2025-04-10 10:10:53,dd5bc82e-acb9-482f-b8fa-e5d9ce36cf18,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:26.271021
2025-04-10 10:10:56,aabbba2b-a85f-4e7e-bc31-c54de71f68ad,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:29.498126
2025-04-10 10:10:59,a4139035-c611-491f-840a-5e94c4ab6176,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:32.733320
2025-04-10 10:11:03,27364b61-1fd9-4dde-bfc5-6feae100e774,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:35.962766
2025-04-10 10:11:06,7f49eb8b-1a52-4936-9b65-e1b0e4739f21,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:39.212963
2025-04-10 10:11:09,1ffdfdf5-0bff-4df5-b27e-0eab3165a6c9,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:42.454723
2025-04-10 10:11:12,9fff8da6-4812-440f-8817-a798c80791fb,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:45.680900
2025-04-10 10:11:16,8ad9cee9-e73a-4f15-8645-9973e2aa17ad,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:48.909865
2025-04-10 10:11:19,fc6543d1-6edc-4099-9825-94173441d650,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:52.129020
2025-04-10 10:11:22,9e3a9852-c333-4871-9b26-a75e0d246e1a,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:55.361403
2025-04-10 10:11:25,298a8a30-2d92-42f9-8b6c-f451e7427d22,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:18:58.593084
2025-04-10 10:11:29,60f325a8-120c-4def-840c-5692e2d7967a,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:01.829827
2025-04-10 10:11:32,fb84da9b-0c93-4345-8225-86e8f886ace9,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:05.060658
2025-04-10 10:11:35,330aaeff-de70-4d97-83d8-2c2195410d01,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:08.301383
2025-04-10 10:11:38,bed7525d-11a9-420e-9851-b30742d579ab,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:11.530943
2025-04-10 10:11:41,e66b8795-8e35-431c-a04a-8b6599f6ce40,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:14.758558
2025-04-10 10:11:45,bd7c07a0-ae80-4627-9c9b-fea0656d363a,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:17.981098
2025-04-10 10:11:48,c7b9d43f-34e7-405b-8616-2f6bb1ecc291,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:21.215197
2025-04-10 10:11:51,dbd7fefa-dc24-410d-9be9-16382c5c7573,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:24.461426
2025-04-10 10:11:54,907a01f0-814d-49f2-9c7d-94651e665ce7,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:27.699064
2025-04-10 10:11:58,a5bd600d-8602-4f8e-9dfb-7c89f0077fc6,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:30.929556
2025-04-10 10:12:01,4b003d03-a024-49fc-97bb-117dbd38cd73,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:34.147022
2025-04-10 10:12:04,6b26fc5b-3714-4e74-9ff2-77cd062be648,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:37.397116
2025-04-10 10:12:07,bda96bbd-b3e1-4ec3-8595-817ac6689200,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:40.628748
2025-04-10 10:12:11,3e51eb0a-101d-4dec-bab0-103dd7e10cae,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:43.861658
2025-04-10 10:12:14,18ade80e-2278-4e3e-870c-190be54856be,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:47.096497
2025-04-10 10:12:17,e9828dad-f7b4-4c75-8c89-e2cc4aaed709,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:50.331966
2025-04-10 10:12:20,1f727a46-4a1b-48a4-b351-85bdbfab4f6a,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:53.563580
2025-04-10 10:12:23,2f050e08-b324-4e4e-9ac3-43bb99e30203,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:19:56.789700
2025-04-10 10:12:27,07455b01-0339-45de-a497-9a7967cd7726,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:00.018684
2025-04-10 10:12:30,95a9b2b3-71b3-47c2-9969-fc0674dfd9c2,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:03.233042
2025-04-10 10:12:33,556bca02-13ad-4ba9-b12f-843af59c70c9,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:06.450005
2025-04-10 10:12:36,6bfb17b3-20e2-4d76-b1cc-a1e1d2bf27ac,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:09.684395
2025-04-10 10:12:39,56b65df6-215d-48b9-8353-e35011f62ceb,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:12.905710
2025-04-10 10:12:43,fe9c016d-5491-4cce-b167-64af83871546,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:16.137022
2025-04-10 10:12:46,72c758c8-f818-4e33-bd00-b4a921b014b2,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:19.367287
2025-04-10 10:12:49,c485bb5d-66c4-4cdd-8acb-ebe97b2b44fd,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:22.608252
2025-04-10 10:12:52,9bc24882-769f-45cd-b4eb-8c289147a427,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:25.834723
2025-04-10 10:12:59,deb21e1d-7d5e-4986-84c9-39f50bca3c6f,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:32.332401
2025-04-10 10:13:02,63972e71-7d63-465d-82c4-3226f6073556,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:35.576359
2025-04-10 10:13:05,99487084-beca-4fb1-b82b-7a4737494ed4,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:38.795893
2025-04-10 10:13:12,e45e9be3-269c-47a6-82ef-b19ff5dba894,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:45.248820
2025-04-10 10:13:15,7c736a54-483e-40a0-afe1-8fa9ae718078,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:48.488460
2025-04-10 10:13:18,c3521782-394f-4df7-9977-deedf52d5b0d,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:51.720921
2025-04-10 10:13:22,885df229-4691-4714-8615-348c8d0f4419,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:54.962249
2025-04-10 10:13:25,28050de4-a4b4-46c3-8091-a972f816b4dd,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:20:58.197389
2025-04-10 10:13:28,409fcae4-9deb-4050-baa0-07bba6997253,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:01.430246
2025-04-10 10:13:31,ed491be2-4e6d-4cb3-aea0-e6f8778199c9,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:04.678987
2025-04-10 10:13:35,087a92cf-4204-4185-bda7-f0fdb6d3cd1f,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:07.925880
2025-04-10 10:13:38,a043e8e5-500d-4578-98f6-c01a4a69b12c,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:11.149379
2025-04-10 10:13:41,f7892d02-3d66-4e20-970a-79d7d5da1d2d,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:14.386169
2025-04-10 10:13:44,fb8a57fb-c9ed-46fa-94b0-59a1f271f972,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:17.630138
2025-04-10 10:13:48,1b6ea824-42ad-49c8-9722-8ce8062fa4d2,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:20.854197
2025-04-10 10:13:51,3c4b903b-4058-432b-8c63-2a0a09ab02b0,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:24.072681
2025-04-10 10:13:54,1f2cac9e-df8b-4e7c-9024-f776146d8b92,JPM,SELL,0.0000,44,4400,Status.CANCELED,2026-04-02 18:21:27.290660
