[[32;1;1mINFO[0m] Connection established.
[21:27:46][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 31.80 | Mid: 198.0600 | Sprd: 0.0800
[21:41:27][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -0.38 | Mid: 158.6700 | Sprd: 0.0600
[21:41:27][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -14.27 | Mid: 208.0500 | Sprd: 0.0400
[21:41:27][MSFT] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 327.29 | Mid: 389.7950 | Sprd: 0.2100
[21:41:28][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -37.80 | Mid: 158.5400 | Sprd: 0.0600
[21:41:28][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.65 | Mid: 208.0850 | Sprd: 0.0700
[21:41:28][MSFT] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 260.19 | Mid: 389.6600 | Sprd: 0.1600
[21:41:29][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -91.89 | Mid: 158.4700 | Sprd: 0.0400
[21:41:29][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -17.74 | Mid: 207.9450 | Sprd: 0.0300
[21:41:29][MSFT] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 133.56 | Mid: 389.5900 | Sprd: 0.1000
[21:41:30][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -133.71 | Mid: 158.3800 | Sprd: 0.0600
[21:41:30][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 0.99 | Mid: 208.0000 | Sprd: 0.0800
[21:41:30][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 52.06 | Mid: 389.5700 | Sprd: 0.1200
[21:41:31][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -137.94 | Mid: 158.4400 | Sprd: 0.0800
[21:41:31][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 12.18 | Mid: 207.9400 | Sprd: 0.0600
[21:41:31][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 1.52 | Mid: 389.5650 | Sprd: 0.1300
[21:41:32][AMZN] State: ENTERING | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 0 | NeutStr: 0 | EMA: -111.95 | Mid: 158.4600 | Sprd: 0.0600
[21:41:32][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -3.17 | Mid: 207.9150 | Sprd: 0.0300
[21:41:32][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -45.01 | Mid: 389.4400 | Sprd: 0.1800
[21:41:33][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -17.40 | Mid: 207.9400 | Sprd: 0.0600
[21:41:33][AMZN] State: HOLDING  | Pos:  -200 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -87.66 | Mid: 158.4250 | Sprd: 0.0500
[21:41:33][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -55.27 | Mid: 389.4750 | Sprd: 0.1100
[21:41:34][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -43.18 | Mid: 158.4500 | Sprd: 0.0600
[21:41:34][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -23.76 | Mid: 207.9050 | Sprd: 0.0700
[21:41:34][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -64.40 | Mid: 389.4400 | Sprd: 0.1000
[21:41:35][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 24.97 | Mid: 158.4850 | Sprd: 0.0500
[21:41:35][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -35.71 | Mid: 207.9050 | Sprd: 0.1300
[21:41:36][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 38.93 | Mid: 158.4000 | Sprd: 0.0600
[21:41:35][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 4 | NeutStr: 0 | EMA: -40.97 | Mid: 389.5600 | Sprd: 0.1600
[21:41:36][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -36.07 | Mid: 207.8550 | Sprd: 0.0300
[21:41:36][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -8.58 | Mid: 389.5850 | Sprd: 0.1500
[21:41:37][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 44.59 | Mid: 158.4400 | Sprd: 0.0800
[21:41:37][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -12.29 | Mid: 207.9200 | Sprd: 0.1000
[21:41:37][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 24.30 | Mid: 389.5850 | Sprd: 0.1500
[21:41:38][AMZN] State: HOLDING  | Pos:  -200 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 72.70 | Mid: 158.4700 | Sprd: 0.0600
[21:41:38][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 13.45 | Mid: 207.9850 | Sprd: 0.0700
[21:41:38][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 45.78 | Mid: 389.7600 | Sprd: 0.1400
[21:41:39][AMZN] State: HOLDING  | Pos:  -200 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 85.81 | Mid: 158.4850 | Sprd: 0.0500
[21:41:39][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.43 | Mid: 207.9850 | Sprd: 0.0500
[21:41:39][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 85.35 | Mid: 389.7850 | Sprd: 0.1500
[21:41:40][AMZN] State: EXITING  | Pos:  -200 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 68.62 | Mid: 158.4800 | Sprd: 0.0400
[21:41:40][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.21 | Mid: 207.9550 | Sprd: 0.0500
[21:41:40][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 100.46 | Mid: 389.8000 | Sprd: 0.1200
[21:41:41][AMZN] State: EXITING  | Pos:  -200 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 78.48 | Mid: 158.4800 | Sprd: 0.0600
[21:41:41][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 26.71 | Mid: 207.6100 | Sprd: 0.0200
[21:41:41][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 85.80 | Mid: 389.7250 | Sprd: 0.1100
[21:41:42][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -10.64 | Mid: 207.4950 | Sprd: 0.0900
[AMZN][EXITING] Flip BUY 4 lots (exit 2 + new 2) @ 158.5200
[21:41:42][AMZN] State: ENTERING | Pos:  -200 | Sig: BUY_PRESSURE   | Streak: 0 | NeutStr: 0 | EMA: 90.88 | Mid: 158.5200 | Sprd: 0.0400
[21:41:42][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 94.71 | Mid: 389.7350 | Sprd: 0.0900
[21:41:43][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -40.78 | Mid: 207.5050 | Sprd: 0.1100
[21:41:43][AMZN] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 68.11 | Mid: 158.4200 | Sprd: 0.0400
[21:41:43][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 6 | NeutStr: 0 | EMA: 66.33 | Mid: 389.6550 | Sprd: 0.1100
[21:41:44][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 58.06 | Mid: 158.4500 | Sprd: 0.0600
[21:41:44][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -79.25 | Mid: 207.4750 | Sprd: 0.0900
[21:41:44][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 7 | NeutStr: 0 | EMA: 43.46 | Mid: 389.7750 | Sprd: 0.0900
[21:41:45][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 41.84 | Mid: 158.4300 | Sprd: 0.0400
[21:41:45][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -81.06 | Mid: 207.5650 | Sprd: 0.0700
[21:41:45][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 27.39 | Mid: 389.9150 | Sprd: 0.1100
[21:41:46][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 26.89 | Mid: 158.4200 | Sprd: 0.0600
[21:41:46][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -45.64 | Mid: 207.6100 | Sprd: 0.0800
[21:41:46][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 21.69 | Mid: 389.8600 | Sprd: 0.1200
[21:41:47][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -16.22 | Mid: 158.4100 | Sprd: 0.0600
[21:41:47][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 14.19 | Mid: 207.8600 | Sprd: 0.0200
[21:41:47][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 6.28 | Mid: 389.9600 | Sprd: 0.0800
[21:41:48][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -16.36 | Mid: 158.4400 | Sprd: 0.0600
[21:41:48][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 35.46 | Mid: 207.8850 | Sprd: 0.0700
[21:41:48][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 9.61 | Mid: 389.9050 | Sprd: 0.1100
[21:41:49][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -27.38 | Mid: 158.4400 | Sprd: 0.0600
[21:41:49][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 91.78 | Mid: 207.9350 | Sprd: 0.0500
[21:41:49][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -6.26 | Mid: 389.7850 | Sprd: 0.1100
[21:41:50][AMZN] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -37.35 | Mid: 158.4150 | Sprd: 0.0500
[21:41:50][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 98.78 | Mid: 207.8000 | Sprd: 0.0800
[21:41:50][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -36.72 | Mid: 389.7400 | Sprd: 0.1000
[21:41:51][AMZN] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -27.79 | Mid: 158.4550 | Sprd: 0.0300
[21:41:51][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 70.05 | Mid: 207.7100 | Sprd: 0.0400
[21:41:51][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -40.95 | Mid: 389.7700 | Sprd: 0.1600
[21:41:52][AMZN] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -20.63 | Mid: 158.3950 | Sprd: 0.0500
[21:41:52][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 46.30 | Mid: 207.7850 | Sprd: 0.0300
[21:41:52][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -59.32 | Mid: 389.7450 | Sprd: 0.1300
[21:41:53][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 23.14 | Mid: 207.7300 | Sprd: 0.0600
[21:41:53][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -53.05 | Mid: 389.7700 | Sprd: 0.1200
[21:41:53][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -13.96 | Mid: 158.4400 | Sprd: 0.0600
[21:41:54][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -26.42 | Mid: 158.4150 | Sprd: 0.0700
[21:41:54][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -30.21 | Mid: 207.5950 | Sprd: 0.0700
[21:41:54][MSFT] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 4 | NeutStr: 0 | EMA: -47.00 | Mid: 389.5300 | Sprd: 0.1000
[21:41:55][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -37.27 | Mid: 158.3300 | Sprd: 0.0400
[21:41:55][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -48.63 | Mid: 207.6000 | Sprd: 0.0800
[21:41:55][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -20.18 | Mid: 389.6450 | Sprd: 0.1500
[21:41:56][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -44.75 | Mid: 158.4500 | Sprd: 0.0600
[21:41:56][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -55.07 | Mid: 207.5900 | Sprd: 0.0600
[21:41:56][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 0.63 | Mid: 389.7050 | Sprd: 0.1500
[21:41:57][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -33.31 | Mid: 158.4550 | Sprd: 0.0500
[21:41:57][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -62.79 | Mid: 207.6450 | Sprd: 0.0700
[21:41:57][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 31.91 | Mid: 389.8400 | Sprd: 0.1200
[21:41:58][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -23.61 | Mid: 158.5500 | Sprd: 0.0600
[21:41:58][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -40.23 | Mid: 207.6600 | Sprd: 0.0800
[21:41:58][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 56.12 | Mid: 389.8650 | Sprd: 0.1500
[21:41:59][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 11.28 | Mid: 158.5800 | Sprd: 0.0600
[21:41:59][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -4.07 | Mid: 207.6800 | Sprd: 0.0400
[21:41:59][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 91.45 | Mid: 389.9200 | Sprd: 0.1400
[21:42:00][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 61.57 | Mid: 158.7200 | Sprd: 0.0400
[21:42:00][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 31.59 | Mid: 207.7500 | Sprd: 0.0800
[21:42:00][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 91.71 | Mid: 389.9050 | Sprd: 0.1100
[21:42:01][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 95.24 | Mid: 158.8650 | Sprd: 0.0500
[21:42:01][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 76.32 | Mid: 207.8400 | Sprd: 0.0400
[21:42:01][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 95.40 | Mid: 389.9550 | Sprd: 0.0900
[21:42:02][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 106.72 | Mid: 158.7950 | Sprd: 0.0500
[21:42:02][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 102.06 | Mid: 207.8550 | Sprd: 0.0900
[21:42:02][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 75.09 | Mid: 389.9200 | Sprd: 0.1400
[21:42:03][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 88.68 | Mid: 158.6900 | Sprd: 0.0400
[21:42:03][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 111.55 | Mid: 207.8650 | Sprd: 0.0700
[21:42:03][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 6 | NeutStr: 0 | EMA: 42.81 | Mid: 389.8500 | Sprd: 0.1000
[21:42:04][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 77.44 | Mid: 158.7600 | Sprd: 0.0600
[21:42:04][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 125.81 | Mid: 207.8950 | Sprd: 0.0700
[21:42:04][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 20.04 | Mid: 389.9400 | Sprd: 0.1200
[21:42:05][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 48.78 | Mid: 158.6850 | Sprd: 0.0300
[21:42:05][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 113.93 | Mid: 207.8150 | Sprd: 0.0500
[21:42:05][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 30.68 | Mid: 389.9950 | Sprd: 0.1100
[21:42:06][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 26.37 | Mid: 158.8350 | Sprd: 0.0500
[21:42:06][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 89.56 | Mid: 207.7950 | Sprd: 0.0500
[21:42:06][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 41.51 | Mid: 390.0450 | Sprd: 0.0500
[21:42:07][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 33.61 | Mid: 158.8900 | Sprd: 0.0600
[21:42:07][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 53.39 | Mid: 207.7500 | Sprd: 0.0600
[21:42:07][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 55.34 | Mid: 390.0350 | Sprd: 0.0700
[21:42:08][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 55.90 | Mid: 158.8950 | Sprd: 0.0500
[21:42:08][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 38.84 | Mid: 207.8350 | Sprd: 0.0500
[21:42:08][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 91.45 | Mid: 390.2100 | Sprd: 0.0800
[21:42:09][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 70.57 | Mid: 158.9100 | Sprd: 0.0400
[21:42:09][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 18.64 | Mid: 207.8350 | Sprd: 0.0500
[21:42:09][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 98.48 | Mid: 390.2000 | Sprd: 0.1000
[21:42:10][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 103.25 | Mid: 158.9550 | Sprd: 0.0700
[21:42:10][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -1.89 | Mid: 207.8200 | Sprd: 0.0800
[21:42:10][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 102.15 | Mid: 390.3700 | Sprd: 0.1400
[21:42:11][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 107.85 | Mid: 158.8350 | Sprd: 0.0500
[21:42:11][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -9.60 | Mid: 207.8300 | Sprd: 0.0600
[21:42:11][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 89.29 | Mid: 390.3750 | Sprd: 0.1300
[21:42:12][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 101.30 | Mid: 158.8400 | Sprd: 0.0600
[21:42:12][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 1.53 | Mid: 207.8400 | Sprd: 0.0600
[21:42:12][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 79.16 | Mid: 390.2850 | Sprd: 0.1700
[21:42:13][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 81.20 | Mid: 158.7800 | Sprd: 0.0200
[21:42:13][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 6.50 | Mid: 207.9300 | Sprd: 0.0200
[21:42:13][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 6 | NeutStr: 0 | EMA: 44.97 | Mid: 390.2200 | Sprd: 0.1400
[21:42:14][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 44.81 | Mid: 158.7450 | Sprd: 0.0100
[21:42:14][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 18.71 | Mid: 208.0850 | Sprd: 0.0500
[21:42:14][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.18 | Mid: 390.5400 | Sprd: 0.1000
[21:42:15][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 4.07 | Mid: 158.7250 | Sprd: 0.0500
[21:42:15][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 53.90 | Mid: 208.3500 | Sprd: 0.0800
[21:42:15][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 32.74 | Mid: 390.7500 | Sprd: 0.1800
[21:42:16][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -6.75 | Mid: 158.8700 | Sprd: 0.0800
