[[32;1;1mINFO[0m] Connection established.
[02:21:53] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 0.0000 | Mid: 191.4750
[04:21:50] State: HOLDING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -33.7856 | Mid: 191.7600
[04:21:51] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -23.6499 | Mid: 191.7600
[04:21:52] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -16.5549 | Mid: 191.7600
[04:21:53] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -11.5885 | Mid: 191.7600
[04:21:54] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -21.3119 | Mid: 191.7250
[04:21:55] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -26.9183 | Mid: 191.7250
[04:21:56] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -44.1328 | Mid: 191.6800
[04:21:57] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -56.1830 | Mid: 191.6800
[04:21:58] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -64.6181 | Mid: 191.6800
[04:21:59] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -57.3227 | Mid: 191.6800
[04:22:01] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -53.4159 | Mid: 191.6800
[04:22:02] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -42.3111 | Mid: 191.6800
[04:22:03] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 6 | EMA: -34.5378 | Mid: 191.6800
[04:22:04] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 7 | EMA: -29.0964 | Mid: 191.6800
[04:22:05] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 8 | EMA: -34.7675 | Mid: 191.6600
[04:22:06] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 9 | EMA: -51.4573 | Mid: 191.6300
[04:22:07] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 10 | EMA: -45.5001 | Mid: 191.6350
[04:22:08] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 11 | EMA: -41.3301 | Mid: 191.6350
[04:22:09] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 12 | EMA: -38.4110 | Mid: 191.6350
[04:22:10] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 13 | EMA: -26.8877 | Mid: 191.6350
[04:22:11] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -5.8014 | Mid: 191.6350
[04:22:12] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.7610 | Mid: 191.6350
[04:22:13] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -2.3327 | Mid: 191.6350
[04:22:14] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -1.3329 | Mid: 191.6350
[04:22:15] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -0.6330 | Mid: 191.6350
[04:22:16] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -22.6431 | Mid: 191.6050
[04:22:17] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -37.7502 | Mid: 191.6050
[04:22:18] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -48.0251 | Mid: 191.6050
[04:22:19] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -55.5176 | Mid: 191.6050
[04:22:20] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -60.7623 | Mid: 191.6050
[04:22:21] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -42.8336 | Mid: 191.6050
[04:22:22] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -30.5835 | Mid: 191.6050
[04:22:23] State: EXITING | Pos: 100 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -32.8685 | Mid: 191.6000
[04:22:24] State: EXITING | Pos: 100 | Sig: SELL_PRESSURE | Streak: 6 | EMA: -34.1679 | Mid: 191.6000
[04:22:25] State: EXITING | Pos: 100 | Sig: SELL_PRESSURE | Streak: 7 | EMA: -35.0776 | Mid: 191.6000
[04:22:26] State: EXITING | Pos: 100 | Sig: SELL_PRESSURE | Streak: 8 | EMA: -25.4243 | Mid: 191.6100
[04:22:27] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -18.9670 | Mid: 191.6050
[04:22:28] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -3.8869 | Mid: 191.6050
[04:22:29] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 6.9692 | Mid: 191.6050
[04:22:30] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 15.1684 | Mid: 191.6050
[04:22:31] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 11.2179 | Mid: 191.6050
[04:22:32] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 8.7525 | Mid: 191.6050
[04:22:33] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 7.0268 | Mid: 191.6050
[04:22:34] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 5.2187 | Mid: 191.6050
[04:22:35] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 3.3531 | Mid: 191.6050
[04:22:36] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 2.0472 | Mid: 191.6050
[04:22:37] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 1.1330 | Mid: 191.6050
[04:22:38] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: 0.4931 | Mid: 191.6050
[04:22:39] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -1.4548 | Mid: 191.6050
[04:22:40] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -3.1184 | Mid: 191.6050
[04:22:41] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -15.4729 | Mid: 191.5800
[04:22:42] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -16.7710 | Mid: 191.6050
[04:22:43] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -17.6797 | Mid: 191.6050
[04:22:44] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -16.2158 | Mid: 191.6050
[04:22:45] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -14.8911 | Mid: 191.6050
[04:22:46] State: EXITING | Pos: 100 | Sig: NEUTRAL | Streak: 0 | EMA: -2.7737 | Mid: 191.6050
[04:22:47] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 3.6384 | Mid: 191.6150
[04:22:48] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 12.5069 | Mid: 191.6200
[04:22:49] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 18.4148 | Mid: 191.6200
[04:22:50] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 22.5504 | Mid: 191.6200
[04:22:51] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 25.4453 | Mid: 191.6200
[04:22:52] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 5.6617 | Mid: 191.6100
[04:22:53] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -12.2668 | Mid: 191.6100
[04:22:54] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -9.3368 | Mid: 191.6750
[04:22:55] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -6.6857 | Mid: 191.6800
[04:22:56] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -4.8300 | Mid: 191.6800
[04:22:57] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 26.5890 | Mid: 191.7300
[04:22:58] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 48.2823 | Mid: 191.7300
[04:22:59] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 47.9876 | Mid: 191.7300
[04:23:00] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 44.0913 | Mid: 191.7300
[04:23:01] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 44.4539 | Mid: 191.7350
[04:23:02] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 0 | EMA: 38.1677 | Mid: 191.7400
[04:23:03] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 33.1674 | Mid: 191.7400
[04:23:04] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 34.5272 | Mid: 191.7700
[04:23:05] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 38.8690 | Mid: 191.7700
[04:23:06] State: ENTERING | Pos: 0 | Sig: BUY_PRESSURE | Streak: 4 | EMA: 38.8183 | Mid: 191.7700
[04:23:07] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: 14.4828 | Mid: 191.6650
[04:23:08] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -2.5520 | Mid: 191.6650
[04:23:09] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -19.0364 | Mid: 191.6650
[04:23:10] State: HOLDING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -31.1755 | Mid: 191.6650
[04:23:11] State: HOLDING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -39.6728 | Mid: 191.6650
[04:23:12] State: HOLDING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -27.7710 | Mid: 191.6650
[04:23:13] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -18.8397 | Mid: 191.6650
[04:23:14] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -12.8878 | Mid: 191.6650
[04:23:15] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -8.4214 | Mid: 191.6650
[04:23:16] State: HOLDING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -5.2950 | Mid: 191.6650
[04:23:17] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.7065 | Mid: 191.6650
[04:23:18] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -2.5946 | Mid: 191.6650
[04:23:19] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -1.8162 | Mid: 191.6650
[04:23:20] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -0.9713 | Mid: 191.6650
[04:23:21] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -0.6799 | Mid: 191.6650
[04:23:22] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -1.9760 | Mid: 191.6650
[04:23:23] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -16.1432 | Mid: 191.6600
[04:23:24] State: EXITING | Pos: 200 | Sig: NEUTRAL | Streak: 0 | EMA: -25.7602 | Mid: 191.6600
[04:23:25] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -34.2922 | Mid: 191.6600
[04:23:26] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -56.2845 | Mid: 191.6550
[04:23:27] State: EXITING | Pos: 200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -70.7792 | Mid: 191.6550
[04:23:28] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -50.7454 | Mid: 191.6700
[04:23:29] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -20.9118 | Mid: 191.7950
[04:23:30] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 1.4718 | Mid: 191.7950
[04:23:31] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 25.0902 | Mid: 191.7800
[04:23:32] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 42.2232 | Mid: 191.7800
[04:23:33] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 29.4662 | Mid: 191.7200
[04:23:34] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 15.4963 | Mid: 191.7300
[04:23:35] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -5.8926 | Mid: 191.7050
[04:23:36] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -12.4948 | Mid: 191.7050
[04:23:37] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -16.3364 | Mid: 191.7050
[04:23:38] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -16.0254 | Mid: 191.6900
[04:23:39] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -26.5778 | Mid: 191.6900
[04:23:40] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -22.3545 | Mid: 191.6900
[04:23:41] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -19.4281 | Mid: 191.7050
[04:23:42] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -25.0597 | Mid: 191.7000
[04:23:43] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -24.4718 | Mid: 191.7000
[04:23:44] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -13.2302 | Mid: 191.7050
[04:23:45] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: -16.5212 | Mid: 191.6800
[04:23:46] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -25.4548 | Mid: 191.6600
[04:23:47] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -24.8084 | Mid: 191.6600
[04:23:48] State: FLAT | Pos: 0 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -24.0559 | Mid: 191.6600
[04:23:49] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 0 | EMA: -42.9391 | Mid: 191.6550
[04:23:50] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -44.9974 | Mid: 191.6550
[04:23:51] State: ENTERING | Pos: 0 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -39.7782 | Mid: 191.6550
[04:23:52] State: HOLDING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -27.8447 | Mid: 191.6600
[04:23:53] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -19.4913 | Mid: 191.6600
[04:23:54] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -5.3639 | Mid: 191.6600
[04:23:55] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 4.5253 | Mid: 191.6600
[04:23:56] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 11.4477 | Mid: 191.6600
[04:23:57] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 8.0134 | Mid: 191.6600
[04:23:58] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 5.6094 | Mid: 191.6600
[04:23:59] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 13.5866 | Mid: 191.6900
[04:24:00] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 19.1706 | Mid: 191.6900
[04:24:01] State: HOLDING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 23.0794 | Mid: 191.6900
[04:24:02] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 25.8156 | Mid: 191.6900
[04:24:03] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 39.4009 | Mid: 191.7600
[04:24:04] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 39.2506 | Mid: 191.7600
[04:24:05] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 4 | EMA: 31.5554 | Mid: 191.7300
[04:24:06] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 5 | EMA: 24.6988 | Mid: 191.7250
[04:24:07] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 19.8992 | Mid: 191.7250
[04:24:08] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -0.9506 | Mid: 191.7050
[04:24:09] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -15.5454 | Mid: 191.7050
[04:24:10] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -18.1718 | Mid: 191.7050
[04:24:11] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -18.5402 | Mid: 191.7050
[04:24:12] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -18.7982 | Mid: 191.7050
[04:24:13] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -12.8587 | Mid: 191.7050
[04:24:14] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -15.7811 | Mid: 191.6950
[04:24:15] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -19.0268 | Mid: 191.6950
[04:24:16] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -21.2987 | Mid: 191.6950
[04:24:17] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -22.8891 | Mid: 191.6950
[04:24:18] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -31.8624 | Mid: 191.6900
[04:24:19] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 4 | EMA: -31.9637 | Mid: 191.6900
[04:24:20] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 5 | EMA: -39.7146 | Mid: 191.6850
[04:24:21] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 6 | EMA: -61.3102 | Mid: 191.6550
[04:24:22] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 7 | EMA: -76.4271 | Mid: 191.6550
[04:24:23] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 8 | EMA: -80.3490 | Mid: 191.6550
[04:24:24] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 9 | EMA: -81.8943 | Mid: 191.6550
[04:24:25] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 10 | EMA: -74.0960 | Mid: 191.6550
[04:24:26] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 11 | EMA: -52.4672 | Mid: 191.6550
[04:24:27] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 12 | EMA: -37.3270 | Mid: 191.6550
[04:24:28] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 13 | EMA: -25.8289 | Mid: 191.6550
[04:24:29] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -18.0803 | Mid: 191.6550
[04:24:30] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -12.6562 | Mid: 191.6550
[04:24:31] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -8.8593 | Mid: 191.6550
[04:24:32] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -6.5015 | Mid: 191.6550
[04:24:33] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -4.5511 | Mid: 191.6550
[04:24:34] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.7857 | Mid: 191.6550
[04:24:35] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.2500 | Mid: 191.6550
[04:24:36] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -9.2950 | Mid: 191.6500
[04:24:37] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -13.8265 | Mid: 191.6500
[04:24:38] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -19.3986 | Mid: 191.6500
[04:24:39] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -32.3290 | Mid: 191.6450
[04:24:40] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 2 | EMA: -31.7503 | Mid: 191.6500
[04:24:41] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 3 | EMA: -24.9252 | Mid: 191.6500
[04:24:42] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.9776 | Mid: 191.7100
[04:24:43] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 15.8156 | Mid: 191.6850
[04:24:44] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 39.0010 | Mid: 191.6850
[04:24:45] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 38.4007 | Mid: 191.6800
[04:24:46] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 38.8805 | Mid: 191.6800
[04:24:47] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 23.6463 | Mid: 191.6800
[04:24:48] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.1876 | Mid: 191.6700
[04:24:49] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -9.1013 | Mid: 191.6900
[04:24:50] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -12.3109 | Mid: 191.6800
[04:24:51] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -9.1876 | Mid: 191.6850
[04:24:52] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -7.0013 | Mid: 191.6850
[04:24:53] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -1.3909 | Mid: 191.6800
[04:24:54] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -10.3337 | Mid: 191.6800
[04:24:55] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -0.9636 | Mid: 191.6850
[04:24:56] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -0.6745 | Mid: 191.6850
[04:24:57] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 8.3179 | Mid: 191.6900
[04:24:58] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 17.2825 | Mid: 191.6850
[04:24:59] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 30.2477 | Mid: 191.6900
[04:25:00] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 29.9634 | Mid: 191.6900
[04:25:01] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 3 | EMA: 20.8544 | Mid: 191.6800
[04:25:02] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 6.8881 | Mid: 191.6800
[04:25:03] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 3.5017 | Mid: 191.6800
[04:25:04] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -5.2588 | Mid: 191.6800
[04:25:05] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -11.3912 | Mid: 191.6800
[04:25:06] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -6.7738 | Mid: 191.6800
[04:25:07] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -4.7417 | Mid: 191.6800
[04:25:08] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.3192 | Mid: 191.6800
[04:25:09] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 10.9366 | Mid: 191.7000
[04:25:10] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 20.9156 | Mid: 191.7000
[04:25:11] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 22.3509 | Mid: 191.6950
[04:25:12] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 23.6556 | Mid: 191.6950
[04:25:13] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 2 | EMA: 20.1890 | Mid: 191.6900
[04:25:14] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -3.9577 | Mid: 191.6850
[04:25:15] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -20.8604 | Mid: 191.6850
[04:25:16] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -27.1423 | Mid: 191.6850
[04:25:17] State: EXITING | Pos: -200 | Sig: SELL_PRESSURE | Streak: 1 | EMA: -23.3796 | Mid: 191.6900
[04:25:18] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: -11.1757 | Mid: 191.6950
[04:25:19] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 5.8270 | Mid: 191.6950
[04:25:20] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 16.9789 | Mid: 191.7100
[04:25:21] State: EXITING | Pos: -200 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 21.1252 | Mid: 191.7050
[04:25:22] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 15.5677 | Mid: 191.7050
[04:25:23] State: EXITING | Pos: -200 | Sig: NEUTRAL | Streak: 0 | EMA: 6.4874 | Mid: 191.7050
[04:25:24] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 7.7812 | Mid: 191.7150
[04:25:25] State: FLAT | Pos: 0 | Sig: NEUTRAL | Streak: 0 | EMA: 14.5068 | Mid: 191.7300
[04:25:26] State: FLAT | Pos: 0 | Sig: BUY_PRESSURE | Streak: 1 | EMA: 20.4748 | Mid: 191.7300
